id,Name_of_meal,Ingredients,Instructions,sort,isSnack,Breakfast,Gluten_Free,Vegan,How_many_servings_per_recipe,Carbs,Protein,Calories,Fat,Fiber,Sugar
5e422feecffadda5e4ba851a,2/3 of a Clif Bar (or a similar bar),,,2,True,x,,,1.0,30,6,160,1.8,0.0,0.0
5e422feecffadda5e4ba851d,1 Nature Valley Granola Bar (or a similar bar),,,1,True,x,,,1.0,29,3,190,6.9,0.0,0.0
5e422feecffadda5e4ba8514,"1/2 of a Peanut Butter Sandwich, and 1 banana",,,1,True,x,,,1.0,46,7,276,7.1,0.0,0.0
5e422feecffadda5e4ba851b,1 1/2 Clif Bars (or a similar bar),,,2,True,x,,,1.0,66,15,360,4.0,0.0,0.0
5e422feecffadda5e4ba8522,"1 scoop of whey protein, 1 cup of low-fat milk, 1 banana",,,1,True,x,,,1.0,41,33,447,16.8,0.0,0.0
5e422feecffadda5e4ba8520,1 1/4 of a nectarine,,,2,True,x,,,1.0,20,1,85,0.1,0.0,0.0
5e422feecffadda5e4ba8517,"3 Peanut Butter Sandwiches, and 1 banana",,,2,True,x,,x,1.0,141,37,1218,54.1,0.0,0.0
5e422feecffadda5e4ba8519,2 1/2 bananas,,,1,True,x,,,1.0,68,3,277,0.0,0.0,0.0
5e422feecffadda5e4ba851e,1 1/2 Nature Valley Granola Bars (or a similar bar),,,2,True,x,,,1.0,44,4,285,10.3,0.0,0.0
5e422feecffadda5e4ba8529,1 cheese omelet (with 2 eggs),,,2,False,x,,,1.0,5,18,273,12.1,0.0,0.0
5e422feecffadda5e4ba852c,"1 small avocado, 1 wheat bagel",,,2,False,,,,1.0,70,13,461,14.3,0.0,0.0
5e422feecffadda5e4ba852e,1 cup of cranberries,,,2,True,,,,1.0,25,0,95,0.0,0.0,0.0
5e422feecffadda5e4ba852a,Scrambled eggs (with 2 eggs),"[{""name"":""Eggs, scrambled, made with 2 eggs"",""servingSize"":""2 eggs"",""carbs"":4,""protein"":13,""calories"":189,""fat"":5.9,""id"":""5ba27a82b46519d806a0ddb2"",""Category"":""Other"",""servings"":1}]",,1,True,x,,,1.0,4,13,189,5.9,0.0,0.0
5e422feecffadda5e4ba8539,1 small box of raisins,,,2,False,,,,1.0,34,1,129,0.0,0.0,0.0
5e422feecffadda5e4ba8523,1 vanilla milk shake,,,2,True,x,,,1.0,31,6,195,5.2,0.0,0.0
5e422feecffadda5e4ba853e,1 Turkey burger (3 oz.),,,2,False,,,,1.0,0,23,196,8.7,0.0,0.0
5e444c84697ac900148c4139,Default Meal,[],,,,,,,,0,0,0,0.0,,
5e4800e2cba41900142c2490,Default Meal,[],,,,,,,,0,0,0,0.0,,
5e4b190385fa5f0014525771,Default Meal,[],,,,,,,,0,0,0,0.0,,
5e5e3d9eb9082fdf103b3558,"1 cup of spaghetti with tomato sauce, 1 banana",,,1,False,,,,1.0,74,9,410,8.7,0.0,0.0
5e5e3d9eb9082fdf103b357a,"1 peanut butter and jelly sandwich, 1 banana",,,1,False,,,,1.0,69,13,476,16.4,0.0,0.0
5e5e3d9eb9082fdf103b35bb,"1 cup of rigatoni with tomato sauce, 1 apple",,,1,False,,,,1.0,72,9,400,8.4,0.0,0.0
5e5e3d9eb9082fdf103b35f7,"1 cup of whole-wheat spaghetti with tomato sauce, 2 cups of broccoli",,,1,False,,,,1.0,60,13,308,1.8,0.0,0.0
5e5e3d9eb9082fdf103b35fc,"1 cup of whole-wheat spaghetti with tomato sauce, 20 grapes",,,1,False,,,,1.0,66,10,317,1.4,0.0,0.0
5e5e3d9eb9082fdf103b3645,1 cup of ziti with lemon butter,,,1,False,,,,1.0,49,55,629,23.7,0.0,0.0
5e5e3d9eb9082fdf103b3665,"2 cups of rigatoni with tomato sauce, 2 cups of frozen mixed veggies",,,1,False,,,,1.0,114,20,700,18.2,0.0,0.0
5e5e3d9eb9082fdf103b3662,"2 cups of spaghetti with tomato sauce, 2 cups of frozen mixed veggies",,,1,False,,,,1.0,114,20,700,18.2,0.0,0.0
5e5e3d9eb9082fdf103b362d,"6 oz salmon filet, 1 cup of spaghetti with tomato sauce",,,1,False,,,,1.0,47,56,583,19.0,0.0,0.0
5e5e3d9eb9082fdf103b3669,"6 oz chicken breast, 2 cups of sweet corn",,,1,False,,,,1.0,34,57,430,7.3,0.0,0.0
5e5e3d9eb9082fdf103b3685,"2 4 oz chicken breasts, 1 banana",,,1,False,,,,1.0,27,69,473,9.9,0.0,0.0
5e422feecffadda5e4ba854c,"1 cup of Greek yogurt, 1 apple","[{""name"":""Greek yogurt - 1 cup"",""servingSize"":"""",""carbs"":6,""protein"":17,""calories"":100,""fat"":1,""seq"":2,""id"":""5a7890150774ce72f527b696"",""Category"":""Core Protein"",""servings"":1},{""name"":""Apple"",""servingSize"":"""",""carbs"":25,""protein"":1,""calories"":95,""fat"":1,""seq"":3,""id"":""5a7890150774ce72f527b6c3"",""Category"":""Snacks"",""servings"":1}]",,1,True,x,,,1.0,31,18,195,2.0,0.0,0.0
5e422feecffadda5e4ba8543,3/4 cup of plain yogurt with berries and plain granola,,,2,True,x,,,1.0,40,7,233,5.0,0.0,0.0
5e422feecffadda5e4ba8556,1 wheat bagel,,,2,False,x,,,1.0,61,11,300,1.3,0.0,0.0
5e422feecffadda5e4ba854a,1 cup of fat-free yogurt,,,2,True,x,,,1.0,21,8,116,0.0,0.0,0.0
5e422feecffadda5e4ba855b,"2 Peanut Butter Banana Sandwiches (each with 2 slices of whole-wheat bread, 1 banana, and 2 tbsp peanut butter)","Each sandwich has 2 slices of whole-wheat bread, 1 banana, and 2 tbsp peanut butter",,1,True,x,,,1.0,108,30,1252,55.6,0.0,0.0
5e422feecffadda5e4ba8560,2 cups of lowfat yogurt,2 cups of lowfat yogurt,,1,True,x,,,1.0,34,26,308,7.6,0.0,0.0
5e422feecffadda5e4ba855c,"Large peanut butter-Banana Smoothie (4 tbsp of peanut butter, 2 bananas, 1 ½ cups of milk)",,,2,False,x,,x,1.0,78,28,700,30.7,0.0,0.0
5e422feecffadda5e4ba8565,1 large fillet of salmon (~8 oz.),1 large fillet of salmon (~8 oz.),,1,False,,,,1.0,2,50,440,19.6,0.0,0.0
5e422feecffadda5e4ba855e,2 plain bagels with butter,2 plain bagels with butter,,1,False,x,,,1.0,108,22,990,44.0,0.0,0.0
5e422feecffadda5e4ba8563,2 rice cakes with peanut butter (each with 1 tbsp of peanut butter),,,2,True,x,,x,1.0,8,0,96,4.3,0.0,0.0
5e422feecffadda5e4ba8561,"1 Raspberry Smoothie (3 cups of raspberries, 3 cups of milk, ice)",,,2,False,x,,x,1.0,84,32,480,1.8,0.0,0.0
5e422feecffadda5e4ba856a,"2 Turkey Sandwiches (each with 2 slices whole wheat bread, 4 slices of deli turkey, veggies and 1 tbsp of mustard)","2 sandwiches, each with 2 slices whole wheat bread, 4 slices of deli turkey, veggies and 1 tbsp of mustard",,1,False,,,,1.0,68,32,600,22.2,0.0,0.0
5e422feecffadda5e4ba8566,"Large Strawberry Banana Smoothie (2 bananas, 1 cup of strawberries, 1 ½ cups of milk, ice)",,,2,False,x,,x,1.0,78,20,380,0.0,0.0,0.0
5e422feecffadda5e4ba856f,2 cups of plain yogurt with grapes (1 cup) and granola (1 cup),"2 cups of plain yogurt, 1 cup of grapes, 1 cup of plain granola",,1,True,x,,,1.0,80,30,538,10.9,0.0,0.0
5e422feecffadda5e4ba856b,"Large vegetable omelet (4 eggs, mushrooms, onions, green peppers and tomatoes)","4 eggs, mushrooms, onions, green peppers, tomatoes",,1,False,x,,,1.0,26,30,638,28.4,0.0,0.0
5e422feecffadda5e4ba8570,Vegan Breakfast Skillet (3 oz skillet),,,2,False,x,,x,1.0,10,0,90,4.0,0.0,0.0
5e422feecffadda5e4ba8568,2 cans of tuna fish (each 3 oz.),,,2,False,,,x,1.0,0,32,140,1.3,0.0,0.0
5e422feecffadda5e4ba856d,2 cups of whole-wheat spaghetti with 1 cup of tomato sauce,2 cups of whole-wheat spaghetti with 1 cup of tomato sauce,,1,False,,,,1.0,192,36,992,8.9,0.0,0.0
5e422feecffadda5e4ba8572,1 Egg and Cheese Breakfast Burrito,,,2,False,x,,x,1.0,20,20,190,3.3,0.0,0.0
5e422feecffadda5e4ba8577,1 Ham and Provolone Baguette with Honey Mustard,,,2,False,,,x,1.0,70,30,610,23.3,0.0,0.0
5e422feecffadda5e4ba8574,1 Southwest Breakfast Wrap with Turkey Sausage and Creamy Guacamole,,,2,False,x,,x,1.0,25,10,310,13.8,0.0,0.0
5e422feecffadda5e4ba8579,1/2 cup of bok choy,,,2,False,,,x,1.0,15,5,120,4.4,0.0,0.0
5e422feecffadda5e4ba8575,"1 Sausage, Egg and Cheese Breakfast Burrito",,,2,False,x,,x,1.0,25,25,520,23.1,0.0,0.0
5e422feecffadda5e4ba857a,Jerk Tofu Steak with Mango Salsa (6 oz portion),,,2,False,,,x,1.0,15,20,270,12.0,0.0,0.0
5e422feecffadda5e4ba8562,"Large Raspberry Smoothie (1 ½ cups of raspberries, 1 ½ cups of milk, ice)",,,2,False,x,,x,1.0,42,16,240,0.9,0.0,0.0
5e422feecffadda5e4ba8567,2 cups of plain yogurt with strawberries,,,2,True,x,,x,1.0,50,12,300,5.8,0.0,0.0
5e422feecffadda5e4ba856c,"Large Western Omelet (4 eggs, green peppers, ham, onions)","4 eggs, green peppers, ham, onions",,1,False,x,,,1.0,10,34,474,21.1,0.0,0.0
5e422feecffadda5e4ba857c,Mushroom Cauliflower Rice Risotto (1/2 cup),,,2,False,,,x,1.0,5,0,100,4.4,0.0,0.0
5e422feecffadda5e4ba8581,Beef Stroganoff (6 oz portion),,,2,False,,,x,1.0,10,25,370,16.4,0.0,0.0
5e422feecffadda5e4ba8586,Baked Ziti with Zucchini (6 oz portion),,,2,False,,,x,1.0,20,5,160,6.7,0.0,0.0
5e422feecffadda5e4ba858b,Chicken alfredo with penne (12 oz portion),,,2,False,,,x,1.0,70,40,690,27.8,0.0,0.0
5e422feecffadda5e4ba857e,Penne Pasta with Artichoke and Sun-dried Tomatoes (6 oz portion),,,2,False,,,x,1.0,45,10,330,12.2,0.0,0.0
5e422feecffadda5e4ba8583,Sauteed Kale with Tomatoes (1 cup),,,2,False,,,,1.0,5,0,40,1.8,0.0,0.0
5e422feecffadda5e4ba855f,2 plain bagels with peanut butter and honey,"Each plain bagel has 3 tbsp of smoothe style peanut butter, 1 tbsp honey",,1,False,x,,,1.0,170,44,1272,46.2,0.0,0.0
5e422feecffadda5e4ba857f,2 cups of penne with broccoli and sweet peas,,,2,False,,,x,1.0,60,30,640,28.4,0.0,0.0
5e422feecffadda5e4ba8584,Eggplant with Sesame Seed and Tamarind (1 cup),,,2,False,,,x,1.0,20,5,190,8.4,0.0,0.0
5e422feecffadda5e4ba8588,Bowtie pasta with meat sauce (6 oz portion),6 oz portion,,1,False,,,,1.0,25,10,170,3.3,0.0,0.0
5e422feecffadda5e4ba858d,Penne with sausage and tomatoes (12 oz portion),12 oz portion,,1,False,,,,1.0,45,20,400,15.6,0.0,0.0
5e422feecffadda5e4ba8589,"Broccoli, lemon, and garlic whole wheat penne pasta (6 oz portion)",,,2,False,,,x,1.0,60,15,400,11.1,0.0,0.0
5e422feecffadda5e4ba858e,Penne with shrimp and veggies(13 oz portion),,,2,False,,,x,1.0,40,25,330,7.8,0.0,0.0
5e422feecffadda5e4ba8571,1 Spinach and Mushroom Breakfast Burrito,,,2,False,x,,x,1.0,60,20,380,6.7,0.0,0.0
5e422feecffadda5e4ba8576,Pesto Pasta Salad (1/2 cup),,,2,False,,,x,1.0,15,5,160,7.1,0.0,0.0
5e422feecffadda5e4ba8564,2 cups of rigatoni,2 cups of rigatoni,,1,False,,,,1.0,86,16,440,3.6,0.0,0.0
5e422feecffadda5e4ba857b,Seared Orange Sriracha Tofu (4 oz of tofu),,,2,False,,,x,1.0,30,15,250,7.8,0.0,0.0
5e422feecffadda5e4ba8569,2 turkey burgers (each 3 oz.),,,2,False,,,x,1.0,0,46,392,17.4,0.0,0.0
5e422feecffadda5e4ba8580,"Rigatoni with Bell Peppers, Olives & Feta (1 cup)",,,2,False,,,x,1.0,45,10,270,5.6,0.0,0.0
5e422feecffadda5e4ba856e,2 cups of yogurt with 2 bananas,2 cups of plain yogurt with 2 bananas,,1,True,x,,,1.0,70,48,478,0.7,0.0,0.0
5e422feecffadda5e4ba8573,"Egg, Mushroom, Spinach & Swiss Breakfast Sandwich",,,2,False,x,,x,1.0,25,25,370,16.4,0.0,0.0
5e422feecffadda5e4ba8585,Basmati Rice with Peas (1 oz.),,,2,False,,,,1.0,10,0,35,0.0,0.0,0.0
5e422feecffadda5e4ba858a,1 cup of cheese tortellini with primavera sauce,,,2,False,,,x,1.0,40,10,290,10.0,0.0,0.0
5e422feecffadda5e4ba858f,Spaghetti with italian sausage (6 oz.),,,2,False,,,x,1.0,25,10,280,12.4,0.0,0.0
5e422feecffadda5e4ba8594,Stir-fried beef peppers (1 regular-size meal portion),1 regular size sandwich,,1,False,,,,1.0,12,27,305,13.6,0.0,0.0
5e422feecffadda5e4ba8599,Penne rosa with parmesan (regular restaurant-size portion),,,2,False,,,x,1.0,102,23,720,24.4,0.0,0.0
5e422feecffadda5e4ba859e,Chicken parmesan with spaghetti (regular restaurant-size portion),Small restaurant-size portion,,1,False,,,,1.0,113,37,870,30.0,0.0,0.0
5e422feecffadda5e4ba8590,Char-grilled teriyaki chicken breast (4 oz.),,,2,False,,,x,1.0,5,35,210,5.6,0.0,0.0
5e422feecffadda5e4ba8595,Spinach and chicken calzone (1 regular-size calzone),,,2,False,,,x,1.0,46,31,465,17.4,0.0,0.0
5e422feecffadda5e4ba859f,Chicken carbonara (regular restaurant-size portion),Regular restaurant-size portion,,1,False,,,,1.0,112,54,980,35.1,0.0,0.0
5e422feecffadda5e4ba8592,Grilled Chicken & Parmesan Panini w/Sun Dried Tomato Spread (1 regular size panini),,,2,False,,,x,1.0,35,40,550,24.4,0.0,0.0
5e422feecffadda5e4ba8597,Spaghetti and meatballs (regular restaurant-size portion),1 regular size calzone,,1,False,,,,1.0,104,36,980,43.6,0.0,0.0
5e422feecffadda5e4ba859c,Penne rosa with parmesan (small restaurant-size portion),,,2,False,,,x,1.0,47,12,380,16.0,0.0,0.0
5e422feecffadda5e4ba85a1,Chicken broccoli penne (regular restaurant-size portion),Regular restaurant-size portion,,1,False,,,,1.0,74,55,860,38.2,0.0,0.0
5e422feecffadda5e4ba8593,1 Turkey and Avocado Caesar Wrap,4 oz portion,,1,False,,,,1.0,43,12,425,18.9,0.0,0.0
5e422feecffadda5e4ba8598,Spaghetti and meatballs (small restaurant-size portion),1 regular size portion,,1,False,,,,1.0,56,27,670,29.8,0.0,0.0
5e422feecffadda5e4ba859d,Rigatoni with meatballs (regular restaurant-size portion),Regular restaurant-size portion,,1,False,,,,1.0,118,35,800,20.9,0.0,0.0
5e422feecffadda5e4ba85a2,Penne with creamy basil chicken (regular restaurant-size portion),,,2,False,,,x,1.0,70,53,900,40.0,0.0,0.0
5e422feecffadda5e4ba85a4,Spaghetti bolognese (small restaurant-size portion),,,2,False,,,x,1.0,99,20,517,4.6,0.0,0.0
5e422feecffadda5e4ba85a9,"Raspberry-Banana-Spinach Smoothie (3/4 cup of 1% milk, 1/3 cup of raspberries, ½ cup of spinach, ½ of a banana)",,,2,False,x,,x,1.0,28,8,150,0.7,0.0,0.0
5e422feecffadda5e4ba85ae,"Large Orange-Honey Smoothie (1 ½ cups of 1% milk, 2 oranges, 4 tbsp of honey)",,,2,False,x,,x,1.0,102,12,500,4.9,0.0,0.0
5e422feecffadda5e4ba85b3,"Banana-Mango-Honey Smoothie (3/4 cup of 1% milk, ½ of a banana, ½ cup of mango, 1 tbsp of honey)",,,2,False,x,,x,1.0,50,8,245,1.4,0.0,0.0
5e422feecffadda5e4ba85a6,Spaghetti pomodoro (small restaurant-size portion),,,2,False,,,x,1.0,91,15,429,0.6,0.0,0.0
5e422feecffadda5e4ba85ab,"Banana-Orange-Peanut Butter Smoothie (½ of a banana, ½ of an orange, 3/4 cup of 1% milk, 1 tbsp of peanut butter)",,,2,False,x,,x,1.0,28,10,230,8.7,0.0,0.0
5e422feecffadda5e4ba85a7,Chicken fettuccine (small restaurant-size portion),,,2,False,,,x,1.0,104,55,1143,50.8,0.0,0.0
5e422feecffadda5e4ba85b0,"Large Strawberry-Kale-Honey Smoothie (1 ½ cups of coconut milk, 1 cup of strawberries, 1 cup of kale, 2 tbsp of honey)",,,2,False,x,,x,1.0,52,4,280,6.2,0.0,0.0
5e422feecffadda5e4ba85ac,"Large Orange-Mango Smoothie (1 ½ cups of 1% milk, 1 mango, 2 oranges)",,,2,False,x,,x,1.0,58,14,320,3.6,0.0,0.0
5e422feecffadda5e4ba85b5,"Banana-Peanut Butter Smoothie (3/4 cup of 1% milk, ½ of a banana, 2 tbsp of peanut butter)",,,2,False,x,,x,1.0,27,13,305,13.6,0.0,0.0
5e422feecffadda5e4ba85ba,"Large Raspberry-Almond Butter Smoothie (1 ½ cups of raspberries, 4 tbsp of almond butter, 1 ½ cups of 1% milk)",,,2,False,x,,x,1.0,54,28,640,28.4,0.0,0.0
5e422feecffadda5e4ba85bf,"Sweet Potato-Carrots Smoothie (3/4 cup of 1% milk, 1 cup of sweet potatoes, ¼ cup of shredded carrots)",,,2,False,x,,x,1.0,69,10,330,1.6,0.0,0.0
5e422feecffadda5e4ba85c4,"Large Peanut Butter-Yogurt Smoothie (1 ½ cups of 1% milk, 1 cup of yogurt, 4 tbsp of peanut butter)",,,2,False,x,,x,1.0,46,36,660,29.3,0.0,0.0
5e422feecffadda5e4ba85b1,"Strawberry-Kale-Honey Smoothie (3/4 cup of coconut milk, ½ cup of strawberries, ½ cup of kale, 1 tbsp of honey)",,,2,False,x,,x,1.0,27,2,140,2.7,0.0,0.0
5e422feecffadda5e4ba85b6,"Large Strawberry-Peanut Butter-Yogurt Smoothie (1 ½ cups of 1% milk, 4 tbsp of peanut butter, 1 cup of strawberries, 1 cup of yogurt)",,,2,False,x,,x,1.0,58,40,700,31.1,0.0,0.0
5e422feecffadda5e4ba85bb,"Raspberry-Almond Butter Smoothie (2/3 cup of raspberries, 2 tbsp of almond butter, 3/4 cup of 1% milk)",,,2,False,x,,x,1.0,27,14,320,14.2,0.0,0.0
5e422feecffadda5e4ba85c0,"Large Sweet Potato-Dates Smoothie (1 ½ cups of 1% milk, 2 cups of sweet potatoes, 8 pitted dates)",,,2,False,x,,x,1.0,278,24,1160,0.0,0.0,0.0
5e422feecffadda5e4ba85b8,"Large Strawberry-Raspberry-Yogurt-Rolled Oats Smoothie (1 cup of strawberries, 1 ½ cups of raspberries, 1 cup of yogurt, 4 tbsp of rolled oats)",,,2,False,x,,x,1.0,66,24,340,0.0,0.0,0.0
5e422feecffadda5e4ba85bd,"Spinach-Kale Smoothie (3/4 cup of 1% milk, ½ cup of spinach, ½ cup of kale)",,,2,False,x,,x,1.0,13,6,100,2.7,0.0,0.0
5e422feecffadda5e4ba85c2,"Large Date-Yogurt Smoothie (1 ½ cups of 1% milk, 8 pitted dates, ½ cup of yogurt)",,,2,False,x,,x,1.0,170,22,750,0.0,0.0,0.0
5e422feecffadda5e4ba85c7,"Peanut Butter-Kale Smoothie (3/4 cup of 1% milk, 2 tbsp of peanut butter, 1 cup of kale)",,,2,False,x,,x,1.0,21,12,290,12.9,0.0,0.0
5e422feecffadda5e4ba85c9,"Peanut Butter-Spinach Smoothie (3/4 cup of 1% milk, 2 tbsp of peanut butter, 1 cup of spinach)",,,2,False,x,,x,1.0,17,12,270,12.0,0.0,0.0
5e422feecffadda5e4ba85ce,"Large Peanut Butter-Banana Smoothie (1 ½ cups of 1% milk, 4 tbsp of peanut butter, 2 banana)",,,2,False,x,,x,1.0,58,28,700,31.1,0.0,0.0
5e422feecffadda5e4ba8578,Pork carnitas (½ cup),,,2,False,,,x,1.0,5,35,340,15.1,0.0,0.0
5e422feecffadda5e4ba85d3,"Yogurt-Rolled Oats Smoothie (3/4 cup of 1% milk, ¼ cup of yogurt, 2 tbsp of rolled oats)",,,2,False,x,,x,1.0,20,11,155,3.4,0.0,0.0
5e422feecffadda5e4ba857d,Baked Ziti with Marinara Sauce (1 cup),8 oz portion (1 cup),,1,False,,,,1.0,35,10,250,7.8,0.0,0.0
5e422feecffadda5e4ba85d8,"Large Kale-Orange-Beet-Blueberries Smoothie (2 cups of shredded kale, 1 orange, 1 beet, ½ cup of blueberries, water)",,,2,False,x,,x,1.0,46,12,208,0.0,0.0,0.0
5e422feecffadda5e4ba8582,Lemon Couscous (½ cup),,,2,False,,,,1.0,40,5,190,1.1,0.0,0.0
5e422feecffadda5e4ba85dd,"Almond-Cherry Smoothie (1 cup of almond milk, 1 cup of pitted cherries, 2 tbsp of almond butter)",,,2,False,x,,x,1.0,32,5,229,9.0,0.0,0.0
5e422feecffadda5e4ba858c,2 large pasta shells with marinara sauce,,,2,False,,,x,1.0,35,10,210,3.3,0.0,0.0
5e422feecffadda5e4ba8591,1/2 cup of cilantro rice,,,2,False,,,x,1.0,30,5,180,4.4,0.0,0.0
5e422feecffadda5e4ba85e2,"Large Strawberry-Yogurt Smoothie (1 ½ cups of 1% milk, 1 cup of strawberries, 4 tbsp of honey, 1 cup of yogurt)",,,2,False,x,,x,1.0,104,28,620,10.2,0.0,0.0
5e422feecffadda5e4ba85e7,"Ham, Turkey and Swiss Wrap with Veggies and Honey Mustard - Half size wrap",Half-size wrap,,1,False,,,,1.0,30,37,458,20.4,0.0,0.0
5e422feecffadda5e4ba85ec,Roast Beef and Veggies Wrap with Mayo - Whole size wrap,Whole size wrap,,1,False,,,,1.0,50,29,744,33.1,0.0,0.0
5e422feecffadda5e4ba85c5,"Peanut Butter-Yogurt Smoothie (3/4 cup of 1% milk, ½ cup of yogurt, 2 tbsp of peanut butter)",,,2,False,x,,x,1.0,23,18,330,14.7,0.0,0.0
5e422feecffadda5e4ba85ca,"Large Strawberry-Peanut Butter Smoothie (1 ½ cups of 1% milk, 4 tbsp of peanut butter, 1 cup of strawberries)",,,2,False,x,,x,1.0,42,28,560,24.9,0.0,0.0
5e422feecffadda5e4ba85cf,"Peanut Butter-Banana Smoothie (3/4 cup of 1% milk, 2 tbsp of peanut butter, 1 banana)",,,2,False,x,,x,1.0,39,14,350,15.3,0.0,0.0
5e422feecffadda5e4ba85d4,"Large Raspberry-Yogurt-Honey Smoothie (1 ½ cups of 1% milk, 1 1/3 cups of raspberries, 1 cup of yogurt, 2 tbsp of honey)",,,2,False,x,,x,1.0,92,28,520,4.4,0.0,0.0
5e422feecffadda5e4ba85a3,Chicken marsala (regular restaurant-size portion),,,2,False,,,x,1.0,14,3,224,10.0,0.0,0.0
5e422feecffadda5e4ba85d9,"Kale-Orange-Beet-Blueberries Smoothie (1 cup of shredded kale, ½ of an orange, ½ of a beet, ¼ cup of blueberries, water)",,,2,False,x,,x,1.0,23,6,104,0.0,0.0,0.0
